UI,Name,Count,DateRange,PriorYearCount,PriorYearDateRange
D000316,Adrenergic alpha-Agonists,151,2025/01/01-2025/12/31,122,2024/01/01-2024/12/31
D000317,Adrenergic alpha-Antagonists,136,2025/01/01-2025/12/31,111,2024/01/01-2024/12/31
D000318,Adrenergic beta-Agonists,248,2025/01/01-2025/12/31,217,2024/01/01-2024/12/31
D000319,Adrenergic beta-Antagonists,484,2025/01/01-2025/12/31,503,2024/01/01-2024/12/31
D000320,Adrenergic Fibers,2,2025/01/01-2025/12/31,2,2024/01/01-2024/12/31
D000322,Adrenergic Agonists,400,2025/01/01-2025/12/31,346,2024/01/01-2024/12/31
D000323,Adrenochrome,0,2025/01/01-2025/12/31,3,2024/01/01-2024/12/31
D000324,Adrenocorticotropic Hormone,250,2025/01/01-2025/12/31,285,2024/01/01-2024/12/31
D000325,Adrenodoxin,5,2025/01/01-2025/12/31,1,2024/01/01-2024/12/31
D000326,Adrenoleukodystrophy,41,2025/01/01-2025/12/31,59,2024/01/01-2024/12/31
D000327,Adsorption,4295,2025/01/01-2025/12/31,4712,2024/01/01-2024/12/31
D000328,Adult,394568,2025/01/01-2025/12/31,333677,2024/01/01-2024/12/31
D000329,Advertising,247,2025/01/01-2025/12/31,295,2024/01/01-2024/12/31
D000330,Aedes,836,2025/01/01-2025/12/31,848,2024/01/01-2024/12/31
D000331,Aequorin,4,2025/01/01-2025/12/31,6,2024/01/01-2024/12/31
D000332,Aerobiosis,330,2025/01/01-2025/12/31,263,2024/01/01-2024/12/31
D000333,Aeromonas,352,2025/01/01-2025/12/31,346,2024/01/01-2024/12/31
D000334,Aerophagy,3,2025/01/01-2025/12/31,6,2024/01/01-2024/12/31
D000335,Aerosol Propellants,15,2025/01/01-2025/12/31,6,2024/01/01-2024/12/31
D000336,Aerosols,935,2025/01/01-2025/12/31,1041,2024/01/01-2024/12/31
D000337,Aerospace Medicine,118,2025/01/01-2025/12/31,127,2024/01/01-2024/12/31
D000338,beta-Aminoethyl Isothiourea,0,2025/01/01-2025/12/31,1,2024/01/01-2024/12/31
D000339,Affect,1411,2025/01/01-2025/12/31,1327,2024/01/01-2024/12/31
D000341,"Affective Disorders, Psychotic",4,2025/01/01-2025/12/31,3,2024/01/01-2024/12/31
D000342,Affective Symptoms,391,2025/01/01-2025/12/31,315,2024/01/01-2024/12/31
D000343,Afferent Loop Syndrome,1,2025/01/01-2025/12/31,7,2024/01/01-2024/12/31
D000344,Afferent Pathways,433,2025/01/01-2025/12/31,440,2024/01/01-2024/12/31
D000345,Affinity Labels,31,2025/01/01-2025/12/31,18,2024/01/01-2024/12/31
D000346,Afghanistan,142,2025/01/01-2025/12/31,148,2024/01/01-2024/12/31
D000347,Afibrinogenemia,41,2025/01/01-2025/12/31,51,2024/01/01-2024/12/31
D000348,Aflatoxins,600,2025/01/01-2025/12/31,582,2024/01/01-2024/12/31
D000349,Africa,18281,2025/01/01-2025/12/31,17492,2024/01/01-2024/12/31
D000350,"Africa, Central",1065,2025/01/01-2025/12/31,1066,2024/01/01-2024/12/31
D000351,"Africa, Eastern",6363,2025/01/01-2025/12/31,5964,2024/01/01-2024/12/31
D000352,"Africa, Northern",2314,2025/01/01-2025/12/31,2092,2024/01/01-2024/12/31
D000353,"Africa, Southern",3478,2025/01/01-2025/12/31,3373,2024/01/01-2024/12/31
D000354,"Africa, Western",3844,2025/01/01-2025/12/31,3846,2024/01/01-2024/12/31
D000355,African Horse Sickness,4,2025/01/01-2025/12/31,9,2024/01/01-2024/12/31
D000356,African Horse Sickness Virus,3,2025/01/01-2025/12/31,9,2024/01/01-2024/12/31
D000357,African Swine Fever,263,2025/01/01-2025/12/31,265,2024/01/01-2024/12/31
D000358,African Swine Fever Virus,245,2025/01/01-2025/12/31,260,2024/01/01-2024/12/31
D000359,Aftercare,12449,2025/01/01-2025/12/31,11990,2024/01/01-2024/12/31
D000360,Afterimage,5,2025/01/01-2025/12/31,1,2024/01/01-2024/12/31
D000361,Agammaglobulinemia,101,2025/01/01-2025/12/31,131,2024/01/01-2024/12/31
D000362,Agar,113,2025/01/01-2025/12/31,201,2024/01/01-2024/12/31
D000363,Agaricales,804,2025/01/01-2025/12/31,845,2024/01/01-2024/12/31
D000364,Agaricus,73,2025/01/01-2025/12/31,91,2024/01/01-2024/12/31
D000365,Age Determination by Skeleton,148,2025/01/01-2025/12/31,151,2024/01/01-2024/12/31
D000366,Age Determination by Teeth,102,2025/01/01-2025/12/31,105,2024/01/01-2024/12/31
D000367,Age Factors,10421,2025/01/01-2025/12/31,7752,2024/01/01-2024/12/31
D000368,Aged,210793,2025/01/01-2025/12/31,169717,2024/01/01-2024/12/31
D000369,"Aged, 80 and over",58816,2025/01/01-2025/12/31,46001,2024/01/01-2024/12/31
D000370,Ageusia,7,2025/01/01-2025/12/31,18,2024/01/01-2024/12/31
D000371,Agglutination,23,2025/01/01-2025/12/31,22,2024/01/01-2024/12/31
D000372,Agglutination Tests,100,2025/01/01-2025/12/31,91,2024/01/01-2024/12/31
D000373,Agglutinins,16,2025/01/01-2025/12/31,59,2024/01/01-2024/12/31
D000374,Aggression,1472,2025/01/01-2025/12/31,1646,2024/01/01-2024/12/31
D000375,Aging,11785,2025/01/01-2025/12/31,10618,2024/01/01-2024/12/31
D000376,Agmatine,26,2025/01/01-2025/12/31,32,2024/01/01-2024/12/31
D000377,Agnosia,52,2025/01/01-2025/12/31,62,2024/01/01-2024/12/31
D000378,Agonistic Behavior,10,2025/01/01-2025/12/31,12,2024/01/01-2024/12/31
D000379,Agoraphobia,27,2025/01/01-2025/12/31,11,2024/01/01-2024/12/31
D000380,Agranulocytosis,363,2025/01/01-2025/12/31,435,2024/01/01-2024/12/31
D000381,Agraphia,19,2025/01/01-2025/12/31,11,2024/01/01-2024/12/31
D000382,Agricultural Workers' Diseases,47,2025/01/01-2025/12/31,26,2024/01/01-2024/12/31
D000383,Agriculture,9550,2025/01/01-2025/12/31,9532,2024/01/01-2024/12/31
D000385,Aid to Families with Dependent Children,0,2025/01/01-2025/12/31,0,2024/01/01-2024/12/31
D000386,AIDS-Related Complex,0,2025/01/01-2025/12/31,0,2024/01/01-2024/12/31
D000387,Ainhum,2,2025/01/01-2025/12/31,0,2024/01/01-2024/12/31
D000388,Air,542,2025/01/01-2025/12/31,461,2024/01/01-2024/12/31
D000389,Air Conditioning,44,2025/01/01-2025/12/31,45,2024/01/01-2024/12/31
D000390,Air Ionization,2,2025/01/01-2025/12/31,1,2024/01/01-2024/12/31
D000391,Air Microbiology,343,2025/01/01-2025/12/31,294,2024/01/01-2024/12/31
D000392,Air Movements,336,2025/01/01-2025/12/31,313,2024/01/01-2024/12/31
D000393,Air Pollutants,5429,2025/01/01-2025/12/31,5428,2024/01/01-2024/12/31
D000395,"Air Pollutants, Occupational",228,2025/01/01-2025/12/31,194,2024/01/01-2024/12/31
D000396,"Air Pollutants, Radioactive",173,2025/01/01-2025/12/31,147,2024/01/01-2024/12/31
D000397,Air Pollution,3617,2025/01/01-2025/12/31,3919,2024/01/01-2024/12/31
D000398,"Air Pollution, Radioactive",6,2025/01/01-2025/12/31,1,2024/01/01-2024/12/31
D000399,Air Pressure,13,2025/01/01-2025/12/31,7,2024/01/01-2024/12/31
D000400,Air Sacs,36,2025/01/01-2025/12/31,25,2024/01/01-2024/12/31
D000401,Aircraft,560,2025/01/01-2025/12/31,473,2024/01/01-2024/12/31
D000402,Airway Obstruction,471,2025/01/01-2025/12/31,527,2024/01/01-2024/12/31
D000403,Airway Resistance,60,2025/01/01-2025/12/31,83,2024/01/01-2024/12/31
D000404,Ajmaline,2,2025/01/01-2025/12/31,9,2024/01/01-2024/12/31
D000405,Akinetic Mutism,1,2025/01/01-2025/12/31,7,2024/01/01-2024/12/31
D000406,AKR murine leukemia virus,0,2025/01/01-2025/12/31,0,2024/01/01-2024/12/31
D000407,Alabama,140,2025/01/01-2025/12/31,144,2024/01/01-2024/12/31
D000408,Alamethicin,2,2025/01/01-2025/12/31,5,2024/01/01-2024/12/31
D000409,Alanine,586,2025/01/01-2025/12/31,656,2024/01/01-2024/12/31
D000410,Alanine Transaminase,553,2025/01/01-2025/12/31,547,2024/01/01-2024/12/31
D000411,Alanine Racemase,5,2025/01/01-2025/12/31,5,2024/01/01-2024/12/31
D000412,Alanine-tRNA Ligase,6,2025/01/01-2025/12/31,7,2024/01/01-2024/12/31
D000413,Alaska,150,2025/01/01-2025/12/31,129,2024/01/01-2024/12/31
D000415,Albania,42,2025/01/01-2025/12/31,29,2024/01/01-2024/12/31
D000416,Alberta,347,2025/01/01-2025/12/31,349,2024/01/01-2024/12/31
D000417,Albinism,73,2025/01/01-2025/12/31,105,2024/01/01-2024/12/31
D000418,Albumins,6331,2025/01/01-2025/12/31,6251,2024/01/01-2024/12/31
D000419,Albuminuria,424,2025/01/01-2025/12/31,384,2024/01/01-2024/12/31
D000420,Albuterol,118,2025/01/01-2025/12/31,108,2024/01/01-2024/12/31
D000421,Alcaligenes,18,2025/01/01-2025/12/31,25,2024/01/01-2024/12/31
D000422,Alchemy,5,2025/01/01-2025/12/31,11,2024/01/01-2024/12/31
D000423,Alcian Blue,5,2025/01/01-2025/12/31,6,2024/01/01-2024/12/31
D000425,Alcohol Amnestic Disorder,1,2025/01/01-2025/12/31,3,2024/01/01-2024/12/31
D000426,Alcohol Dehydrogenase,132,2025/01/01-2025/12/31,122,2024/01/01-2024/12/31
D000427,Alcohol Deterrents,47,2025/01/01-2025/12/31,50,2024/01/01-2024/12/31
D000428,Alcohol Drinking,2655,2025/01/01-2025/12/31,2707,2024/01/01-2024/12/31
D000429,Alcohol Oxidoreductases,2927,2025/01/01-2025/12/31,2650,2024/01/01-2024/12/31
D000430,Alcohol Withdrawal Delirium,14,2025/01/01-2025/12/31,16,2024/01/01-2024/12/31
D000431,Ethanol,2281,2025/01/01-2025/12/31,2721,2024/01/01-2024/12/31
D000432,Methanol,333,2025/01/01-2025/12/31,476,2024/01/01-2024/12/31
D000433,1-Propanol,12,2025/01/01-2025/12/31,15,2024/01/01-2024/12/31
D000434,Alcoholic Beverages,1020,2025/01/01-2025/12/31,1015,2024/01/01-2024/12/31
D000435,Alcoholic Intoxication,100,2025/01/01-2025/12/31,130,2024/01/01-2024/12/31
D000436,Alcoholics Anonymous,9,2025/01/01-2025/12/31,10,2024/01/01-2024/12/31
D000437,Alcoholism,1200,2025/01/01-2025/12/31,1388,2024/01/01-2024/12/31
D000438,Alcohols,11765,2025/01/01-2025/12/31,12817,2024/01/01-2024/12/31
D000439,Pentanols,15,2025/01/01-2025/12/31,35,2024/01/01-2024/12/31
D000440,Butanols,49,2025/01/01-2025/12/31,93,2024/01/01-2024/12/31
D000441,Hexanols,367,2025/01/01-2025/12/31,489,2024/01/01-2024/12/31
D000442,Octanols,16,2025/01/01-2025/12/31,46,2024/01/01-2024/12/31
D000443,Alcuronium,0,2025/01/01-2025/12/31,0,2024/01/01-2024/12/31
D000444,Aldehyde Dehydrogenase,240,2025/01/01-2025/12/31,230,2024/01/01-2024/12/31
D000445,Aldehyde Oxidoreductases,407,2025/01/01-2025/12/31,396,2024/01/01-2024/12/31
D000446,Aldehyde-Lyases,90,2025/01/01-2025/12/31,86,2024/01/01-2024/12/31
D000447,Aldehydes,2737,2025/01/01-2025/12/31,2793,2024/01/01-2024/12/31
D000448,Aldicarb,3,2025/01/01-2025/12/31,2,2024/01/01-2024/12/31
D000449,Aldehyde Reductase,92,2025/01/01-2025/12/31,84,2024/01/01-2024/12/31
D000450,Aldosterone,311,2025/01/01-2025/12/31,346,2024/01/01-2024/12/31
D000451,Mineralocorticoid Receptor Antagonists,380,2025/01/01-2025/12/31,336,2024/01/01-2024/12/31
D000452,Aldrin,2,2025/01/01-2025/12/31,3,2024/01/01-2024/12/31
D000453,Aleutian Mink Disease,5,2025/01/01-2025/12/31,3,2024/01/01-2024/12/31
D000454,Aleutian Mink Disease Virus,5,2025/01/01-2025/12/31,4,2024/01/01-2024/12/31
D000455,Medicago sativa,263,2025/01/01-2025/12/31,249,2024/01/01-2024/12/31
D000458,Cyanobacteria,1404,2025/01/01-2025/12/31,1519,2024/01/01-2024/12/31
D000459,Phaeophyceae,467,2025/01/01-2025/12/31,447,2024/01/01-2024/12/31
D000460,Chlorophyta,1150,2025/01/01-2025/12/31,1201,2024/01/01-2024/12/31
D000461,Rhodophyta,301,2025/01/01-2025/12/31,279,2024/01/01-2024/12/31
D000462,Algeria,255,2025/01/01-2025/12/31,222,2024/01/01-2024/12/31
D000463,Algestone Acetophenide,0,2025/01/01-2025/12/31,0,2024/01/01-2024/12/31
D000464,Alginates,1797,2025/01/01-2025/12/31,1679,2024/01/01-2024/12/31
D000465,Algorithms,60700,2025/01/01-2025/12/31,48168,2024/01/01-2024/12/31
D000466,Alkadienes,105,2025/01/01-2025/12/31,114,2024/01/01-2024/12/31
D000468,Alkalies,7425,2025/01/01-2025/12/31,10932,2024/01/01-2024/12/31
D000469,Alkaline Phosphatase,618,2025/01/01-2025/12/31,587,2024/01/01-2024/12/31
D000470,Alkaloids,10115,2025/01/01-2025/12/31,10744,2024/01/01-2024/12/31
D000471,Alkalosis,21,2025/01/01-2025/12/31,35,2024/01/01-2024/12/31
D000472,"Alkalosis, Respiratory",7,2025/01/01-2025/12/31,5,2024/01/01-2024/12/31
D000473,Alkanes,4349,2025/01/01-2025/12/31,4627,2024/01/01-2024/12/31
D000474,Alkaptonuria,19,2025/01/01-2025/12/31,23,2024/01/01-2024/12/31
D000475,Alkenes,7289,2025/01/01-2025/12/31,7739,2024/01/01-2024/12/31
D000476,Alkanesulfonates,287,2025/01/01-2025/12/31,381,2024/01/01-2024/12/31
D000477,Alkylating Agents,335,2025/01/01-2025/12/31,319,2024/01/01-2024/12/31
D000478,Alkylation,5751,2025/01/01-2025/12/31,5144,2024/01/01-2024/12/31
D000479,Alkylmercury Compounds,217,2025/01/01-2025/12/31,251,2024/01/01-2024/12/31
D000480,Alkynes,666,2025/01/01-2025/12/31,691,2024/01/01-2024/12/31
D000481,Allantoin,16,2025/01/01-2025/12/31,16,2024/01/01-2024/12/31
D000482,Allantois,1,2025/01/01-2025/12/31,5,2024/01/01-2024/12/31
D000483,Alleles,2382,2025/01/01-2025/12/31,2620,2024/01/01-2024/12/31
D000485,Allergens,1305,2025/01/01-2025/12/31,1602,2024/01/01-2024/12/31
D000486,Allergy and Immunology,190,2025/01/01-2025/12/31,272,2024/01/01-2024/12/31
D000487,Allethrins,0,2025/01/01-2025/12/31,3,2024/01/01-2024/12/31
D000488,Allied Health Personnel,1398,2025/01/01-2025/12/31,1410,2024/01/01-2024/12/31
D000489,Alligators and Crocodiles,105,2025/01/01-2025/12/31,92,2024/01/01-2024/12/31
D000490,Allium,419,2025/01/01-2025/12/31,433,2024/01/01-2024/12/31
D000492,Allophanate Hydrolase,0,2025/01/01-2025/12/31,0,2024/01/01-2024/12/31
D000493,Allopurinol,106,2025/01/01-2025/12/31,143,2024/01/01-2024/12/31
D000494,Allosteric Regulation,632,2025/01/01-2025/12/31,480,2024/01/01-2024/12/31
D000495,Allosteric Site,136,2025/01/01-2025/12/31,125,2024/01/01-2024/12/31
D000496,Alloxan,25,2025/01/01-2025/12/31,27,2024/01/01-2024/12/31
D000497,Alloys,1021,2025/01/01-2025/12/31,1020,2024/01/01-2024/12/31
D000498,Allyl Compounds,338,2025/01/01-2025/12/31,383,2024/01/01-2024/12/31
D000499,Allylamine,9,2025/01/01-2025/12/31,9,2024/01/01-2024/12/31
D000500,Allylestrenol,1,2025/01/01-2025/12/31,0,2024/01/01-2024/12/31
D000501,Allylglycine,0,2025/01/01-2025/12/31,0,2024/01/01-2024/12/31
D000502,Allylisopropylacetamide,0,2025/01/01-2025/12/31,0,2024/01/01-2024/12/31
D000503,Almanacs as Topic,1,2025/01/01-2025/12/31,0,2024/01/01-2024/12/31
D000504,Aloe,106,2025/01/01-2025/12/31,113,2024/01/01-2024/12/31
D000505,Alopecia,716,2025/01/01-2025/12/31,872,2024/01/01-2024/12/31
D000506,Alopecia Areata,216,2025/01/01-2025/12/31,279,2024/01/01-2024/12/31
D000507,"Mucinosis, Follicular",0,2025/01/01-2025/12/31,1,2024/01/01-2024/12/31
D000508,Alouatta,32,2025/01/01-2025/12/31,39,2024/01/01-2024/12/31
D000509,alpha-Fetoproteins,296,2025/01/01-2025/12/31,359,2024/01/01-2024/12/31
D000510,Alpha-Globulins,802,2025/01/01-2025/12/31,906,2024/01/01-2024/12/31
D000511,alpha-Macroglobulins,14,2025/01/01-2025/12/31,23,2024/01/01-2024/12/31
D000512,Alpha Particles,103,2025/01/01-2025/12/31,82,2024/01/01-2024/12/31
D000513,Alpha Rhythm,254,2025/01/01-2025/12/31,235,2024/01/01-2024/12/31
D000514,alpha 1-Antichymotrypsin,1,2025/01/01-2025/12/31,2,2024/01/01-2024/12/31
D000515,alpha 1-Antitrypsin,120,2025/01/01-2025/12/31,126,2024/01/01-2024/12/31
D000516,alpha-Amylases,677,2025/01/01-2025/12/31,586,2024/01/01-2024/12/31
D000517,alpha-Chlorohydrin,29,2025/01/01-2025/12/31,29,2024/01/01-2024/12/31
D000518,Eflornithine,16,2025/01/01-2025/12/31,16,2024/01/01-2024/12/31
D000519,alpha-Galactosidase,119,2025/01/01-2025/12/31,126,2024/01/01-2024/12/31
D000520,alpha-Glucosidases,674,2025/01/01-2025/12/31,596,2024/01/01-2024/12/31
D000521,alpha-MSH,61,2025/01/01-2025/12/31,76,2024/01/01-2024/12/31
D000522,Alphaprodine,0,2025/01/01-2025/12/31,0,2024/01/01-2024/12/31
D000523,Algestone,0,2025/01/01-2025/12/31,0,2024/01/01-2024/12/31
D000524,Alphavirus,415,2025/01/01-2025/12/31,347,2024/01/01-2024/12/31
D000525,Alprazolam,26,2025/01/01-2025/12/31,29,2024/01/01-2024/12/31
D000526,Alprenolol,1,2025/01/01-2025/12/31,2,2024/01/01-2024/12/31
D000527,Alprostadil,36,2025/01/01-2025/12/31,45,2024/01/01-2024/12/31
D000528,Alternaria,243,2025/01/01-2025/12/31,223,2024/01/01-2024/12/31
D000529,Complementary Therapies,9725,2025/01/01-2025/12/31,9173,2024/01/01-2024/12/31
D000530,Alfaxalone Alfadolone Mixture,0,2025/01/01-2025/12/31,0,2024/01/01-2024/12/31
D000531,Altitude,1015,2025/01/01-2025/12/31,844,2024/01/01-2024/12/31
D000532,Altitude Sickness,204,2025/01/01-2025/12/31,187,2024/01/01-2024/12/31
D000533,Altruism,296,2025/01/01-2025/12/31,342,2024/01/01-2024/12/31
D000534,Alum Compounds,41,2025/01/01-2025/12/31,63,2024/01/01-2024/12/31
D000535,Aluminum,447,2025/01/01-2025/12/31,501,2024/01/01-2024/12/31
D000536,Aluminum Hydroxide,66,2025/01/01-2025/12/31,91,2024/01/01-2024/12/31
D000537,Aluminum Oxide,1172,2025/01/01-2025/12/31,1187,2024/01/01-2024/12/31
D000538,Aluminum Silicates,953,2025/01/01-2025/12/31,930,2024/01/01-2024/12/31
D000539,Alveolar Process,423,2025/01/01-2025/12/31,382,2024/01/01-2024/12/31
D000540,Alveolar Ridge Augmentation,192,2025/01/01-2025/12/31,196,2024/01/01-2024/12/31
D000541,Alveolectomy,1,2025/01/01-2025/12/31,1,2024/01/01-2024/12/31
D000542,"Alveolitis, Extrinsic Allergic",68,2025/01/01-2025/12/31,91,2024/01/01-2024/12/31
D000543,Alveoloplasty,3,2025/01/01-2025/12/31,5,2024/01/01-2024/12/31
D000544,Alzheimer Disease,8953,2025/01/01-2025/12/31,8927,2024/01/01-2024/12/31
D000545,Amanita,22,2025/01/01-2025/12/31,20,2024/01/01-2024/12/31
D000546,Amanitins,20,2025/01/01-2025/12/31,27,2024/01/01-2024/12/31
D000547,Amantadine,129,2025/01/01-2025/12/31,141,2024/01/01-2024/12/31
D000548,Amaranth Dye,1,2025/01/01-2025/12/31,7,2024/01/01-2024/12/31
D000549,Ambenonium Chloride,0,2025/01/01-2025/12/31,0,2024/01/01-2024/12/31
D000550,Amblyopia,161,2025/01/01-2025/12/31,165,2024/01/01-2024/12/31
D000551,Ambroxol,27,2025/01/01-2025/12/31,24,2024/01/01-2024/12/31
D000552,Ambulances,374,2025/01/01-2025/12/31,427,2024/01/01-2024/12/31
D000553,Ambulatory Care,1016,2025/01/01-2025/12/31,961,2024/01/01-2024/12/31
D000554,Ambulatory Care Facilities,747,2025/01/01-2025/12/31,953,2024/01/01-2024/12/31
D000555,Ambulatory Care Information Systems,0,2025/01/01-2025/12/31,0,2024/01/01-2024/12/31
D000556,Ambulatory Surgical Procedures,561,2025/01/01-2025/12/31,465,2024/01/01-2024/12/31
D000557,Ambystoma,54,2025/01/01-2025/12/31,43,2024/01/01-2024/12/31
D000558,Ambystoma mexicanum,43,2025/01/01-2025/12/31,26,2024/01/01-2024/12/31
D000559,Ambystomatidae,54,2025/01/01-2025/12/31,43,2024/01/01-2024/12/31
D000560,Amdinocillin,10,2025/01/01-2025/12/31,11,2024/01/01-2024/12/31
D000561,Amdinocillin Pivoxil,6,2025/01/01-2025/12/31,7,2024/01/01-2024/12/31
D000562,Amebiasis,210,2025/01/01-2025/12/31,214,2024/01/01-2024/12/31
D000563,Amebicides,13,2025/01/01-2025/12/31,20,2024/01/01-2024/12/31
D000564,Ameloblastoma,105,2025/01/01-2025/12/31,111,2024/01/01-2024/12/31
D000565,Ameloblasts,26,2025/01/01-2025/12/31,31,2024/01/01-2024/12/31
D000566,Amelogenesis,20,2025/01/01-2025/12/31,17,2024/01/01-2024/12/31
D000567,Amelogenesis Imperfecta,39,2025/01/01-2025/12/31,54,2024/01/01-2024/12/31
D000568,Amenorrhea,63,2025/01/01-2025/12/31,91,2024/01/01-2024/12/31
D000569,Americas,61795,2025/01/01-2025/12/31,61705,2024/01/01-2024/12/31
D000570,American Cancer Society,7,2025/01/01-2025/12/31,20,2024/01/01-2024/12/31
D000571,American Dental Association,1,2025/01/01-2025/12/31,5,2024/01/01-2024/12/31
D000572,American Heart Association,155,2025/01/01-2025/12/31,191,2024/01/01-2024/12/31
D000573,American Hospital Association,2,2025/01/01-2025/12/31,1,2024/01/01-2024/12/31
D000574,American Medical Association,14,2025/01/01-2025/12/31,13,2024/01/01-2024/12/31
D000575,American Nurses' Association,2,2025/01/01-2025/12/31,7,2024/01/01-2024/12/31
D000576,Americium,13,2025/01/01-2025/12/31,19,2024/01/01-2024/12/31
D000577,Amides,14835,2025/01/01-2025/12/31,16415,2024/01/01-2024/12/31
D000578,Amidines,2361,2025/01/01-2025/12/31,2401,2024/01/01-2024/12/31
D000579,Amidinotransferases,8,2025/01/01-2025/12/31,7,2024/01/01-2024/12/31
D000580,Amido Black,0,2025/01/01-2025/12/31,1,2024/01/01-2024/12/31
D000581,Amidohydrolases,4830,2025/01/01-2025/12/31,4728,2024/01/01-2024/12/31
D000582,Amidophosphoribosyltransferase,2,2025/01/01-2025/12/31,1,2024/01/01-2024/12/31
D000583,Amikacin,94,2025/01/01-2025/12/31,130,2024/01/01-2024/12/31
D000584,Amiloride,25,2025/01/01-2025/12/31,38,2024/01/01-2024/12/31
D000585,Aminacrine,2,2025/01/01-2025/12/31,1,2024/01/01-2024/12/31
D000586,Amination,50,2025/01/01-2025/12/31,45,2024/01/01-2024/12/31
D000587,Oxidoreductases Acting on CH-NH Group Donors,1512,2025/01/01-2025/12/31,1620,2024/01/01-2024/12/31
D000588,Amines,16529,2025/01/01-2025/12/31,18070,2024/01/01-2024/12/31
D000590,Amino Acid Chloromethyl Ketones,8,2025/01/01-2025/12/31,5,2024/01/01-2024/12/31
D000591,Amino Acid Isomerases,24,2025/01/01-2025/12/31,18,2024/01/01-2024/12/31
D000592,"Amino Acid Metabolism, Inborn Errors",595,2025/01/01-2025/12/31,661,2024/01/01-2024/12/31
D000594,Amino Acid Oxidoreductases,1092,2025/01/01-2025/12/31,988,2024/01/01-2024/12/31
D000595,Amino Acid Sequence,3250,2025/01/01-2025/12/31,3163,2024/01/01-2024/12/31
D000596,Amino Acids,15750,2025/01/01-2025/12/31,16947,2024/01/01-2024/12/31
D000597,"Amino Acids, Branched-Chain",844,2025/01/01-2025/12/31,1042,2024/01/01-2024/12/31
D000598,"Amino Acids, Cyclic",4273,2025/01/01-2025/12/31,4666,2024/01/01-2024/12/31
D000599,"Amino Acids, Diamino",2648,2025/01/01-2025/12/31,2716,2024/01/01-2024/12/31
D000600,"Amino Acids, Dicarboxylic",1499,2025/01/01-2025/12/31,1591,2024/01/01-2024/12/31
D000601,"Amino Acids, Essential",3957,2025/01/01-2025/12/31,4314,2024/01/01-2024/12/31
D000602,"Amino Acids, Peptides, and Proteins",261318,2025/01/01-2025/12/31,259512,2024/01/01-2024/12/31
D000603,"Amino Acids, Sulfur",2102,2025/01/01-2025/12/31,2245,2024/01/01-2024/12/31
D000604,Amino Acyl-tRNA Synthetases,178,2025/01/01-2025/12/31,205,2024/01/01-2024/12/31
D000605,Amino Alcohols,2590,2025/01/01-2025/12/31,2924,2024/01/01-2024/12/31
D000606,Amino Sugars,701,2025/01/01-2025/12/31,707,2024/01/01-2024/12/31
D000607,Aminoacetonitrile,1,2025/01/01-2025/12/31,6,2024/01/01-2024/12/31
D000608,Renal Aminoacidurias,8,2025/01/01-2025/12/31,13,2024/01/01-2024/12/31
D000609,Aminoacridines,49,2025/01/01-2025/12/31,51,2024/01/01-2024/12/31
D000611,Aminobiphenyl Compounds,5,2025/01/01-2025/12/31,0,2024/01/01-2024/12/31
D000612,4-Aminobutyrate Transaminase,11,2025/01/01-2025/12/31,15,2024/01/01-2024/12/31
D000613,Aminobutyrates,1194,2025/01/01-2025/12/31,1312,2024/01/01-2024/12/31
D000614,Aminocaproates,20,2025/01/01-2025/12/31,21,2024/01/01-2024/12/31
D000615,Aminoethylphosphonic Acid,1,2025/01/01-2025/12/31,0,2024/01/01-2024/12/31
D000616,Aminoglutethimide,1,2025/01/01-2025/12/31,1,2024/01/01-2024/12/31
D000617,Aminoglycosides,3830,2025/01/01-2025/12/31,3866,2024/01/01-2024/12/31
