ISSN1,ISSN2,Sourceid,SJR
0948-695X,0948-6968,145537,0.28
1573-0492,0022-5363,24834,0.28
2289-7232,,21100975550,0.28
2193-6218,2193-6226,21100198555,0.28
1811-0398,1811-038X,21100781903,0.28
2044-0588,,21100904437,0.28
2300-6579,,21100854445,0.28
1557-9794,1060-1872,35404,0.28
1587-379X,0324-6051,21603,0.28
2365-659X,,21100940940,0.28
2047-2900,2047-2897,53921,0.28
1948-3287,1948-3295,21100205716,0.28
0373-5893,0974-6919,21100977379,0.28
1827-2517,,21100396438,0.28
1130-0108,,25359,0.28
1946-3960,1946-3952,19700174712,0.28
2078-5585,2078-5976,12100155425,0.28
1911-4788,,19700171309,0.28
2413-3973,,21101224039,0.28
0132-6503,2345-0045,21100944298,0.28
2368-6820,1205-9838,18029,0.28
1179-5484,,19700176601,0.28
0148-9267,1531-5169,26540,0.28
1344-3542,,25174,0.28
1233-1821,,1300147101,0.28
0385-4213,1348-8147,3300147407,0.28
0975-6906,0019-5200,19900193995,0.28
1587-8694,,19900193932,0.28
1542-6580,2194-5748,130033,0.28
1742-8297,1742-8300,5800207378,0.28
1687-0425,0161-1712,130103,0.28
2561-9179,,21101039844,0.28
2157-0272,0792-4259,22508,0.28
1640-4920,,145379,0.28
2347-193X,2211-4122,19900193966,0.28
2051-820X,2051-8196,21100870603,0.28
1822-4199,1648-6897,87849,0.28
0857-6149,,21100847475,0.28
2345-5764,2345-5756,21101041956,0.28
1302-7050,,21100856603,0.28
1411-6855,2548-4737,21101210514,0.28
2405-6103,2405-609X,21100897136,0.28
1976-7277,2288-1468,17700155805,0.28
2667-6753,,21101058363,0.28
0076-2997,,22642,0.28
2271-3654,2271-3646,21100318528,0.28
2008-5249,2008-5230,21100933835,0.28
2385-0442,2385-0922,21101023718,0.28
2087-7811,2406-8799,21101019708,0.28
2299-2847,0032-373X,22188,0.28
2159-3469,2159-3477,21100286357,0.28
2220-4792,2220-4806,21101132207,0.28
2073-0659,,21100827932,0.28
1569-3988,0927-6467,26392,0.28
0039-3320,,15302,0.28
1867-8319,2196-7148,21101118708,0.28
2218-6778,,21101270278,0.28
0095-4829,,17593,0.28
2423-480X,,21101033323,0.28
1573-8264,0006-3134,17251,0.28
0006-8055,1437-4323,17300,0.28
2090-6455,2090-6447,21100398002,0.28
1758-101X,1477-7509,21100201053,0.28
2373-7484,,21100948959,0.28
2223-7038,2226-4116,21100818722,0.28
1678-4588,0011-5258,25953,0.28
0179-0986,,21101192308,0.28
0214-8676,2386-4702,21100975882,0.28
2148-7561,2630-5984,19500157110,0.28
0014-0309,1439-0302,36510,0.28
1715-720X,,21100199774,0.28
0015-7473,,24976,0.28
2308-1708,,21101021535,0.28
1819-656X,1819-9224,15900154752,0.28
1687-9392,1687-9384,19700188445,0.28
0219-0249,1793-6322,17334,0.28
0974-7753,0974-9241,21100202511,0.28
2289-7879,,21100853837,0.28
1934-3876,0021-9231,16400154761,0.28
1798-4769,2053-0684,21100301415,0.28
2311-1550,,21101039663,0.28
1054-660X,1555-6611,12225,0.28
1222-9016,2601-744X,18300156725,0.28
2640-7361,2220-5438,21100945247,0.28
2072-0807,,21100247042,0.28
0208-189X,1736-7492,17080,0.28
2155-5753,2155-5745,21100215175,0.28
2341-2216,,21100901812,0.28
1840-118X,,19900191851,0.28
0887-6703,,21100294100,0.28
2500-0462,2500-3259,21100822819,0.28
0260-4027,,24696,0.28
0001-5458,,20400,0.28
2156-4574,2153-3660,4500151511,0.28
2689-6125,2689-6117,21101268314,0.28
2410-3713,2226-4701,21100806944,0.28
1920-7239,1195-096X,14115,0.28
1662-6575,,19700182045,0.28
2563-190X,,21101174182,0.28
1943-4588,1943-4596,19600166305,0.28
0011-4162,2326-6929,24315,0.28
1540-4609,1540-4595,19900192134,0.28
2719-7050,,21101039761,0.28
2693-860X,2097-0617,21101094911,0.28
0263-5046,1365-2397,27906,0.28
2309-4966,,21101162867,0.28
2445-4559,1579-9794,21100782866,0.28
1751-858X,1751-8598,5400152712,0.28
1411-9420,,21100223536,0.28
1559-1646,,9500154011,0.28
1355-4565,,74535,0.28
2180-3862,1675-414X,21100200802,0.28
1681-7168,1022-386X,29808,0.28
1895-6106,1898-4436,17700155413,0.28
1353-2944,1469-9877,5600155209,0.28
2322-3049,2322-5904,21101064978,0.28
1557-2986,1353-7113,26917,0.28
0029-5566,,17328,0.28
1874-8368,,19700186833,0.28
2157-8745,0030-5316,21064,0.28
1744-1684,0032-3497,23484,0.28
0149-144X,,19126,0.28
1751-7729,1741-7589,16167,0.28
1434-5196,0937-9819,27795,0.28
1982-7849,1415-6555,21101089574,0.28
1851-7471,0373-5680,21101017497,0.28
1946-3944,1946-3936,19700174711,0.28
1412-3606,2356-1424,21101016524,0.28
0578-1752,,21100822804,0.28
1089-2532,1940-5596,52092,0.28
2666-2620,,21101157700,0.28
1300-7580,,19600157003,0.28
1333-1124,1849-1391,20325,0.28
1537-6176,,24055,0.28
1432-0525,0001-5903,15012,0.28
0002-919X,,25049,0.28
2616-2776,,21101264201,0.28
0044-8753,1212-5059,25210,0.28
1695-5951,,19700177033,0.28
1822-427X,1822-4288,12300154909,0.28
1516-8913,,145331,0.28
2038-0909,,21100455428,0.28
1696-0955,,21101154816,0.28
0013-2004,,28821,0.28
2491-9292,,21101146369,0.28
2147-4249,,21100903770,0.28
1698-7802,,21100903451,0.28
1814-2427,1816-6326,21100899296,0.28
1873-7951,0953-5438,25547,0.28
1365-7127,1740-5572,21100886226,0.28
1793-690X,0219-6913,4000149107,0.28
2768-6566,,21101194671,0.28
2042-8715,1759-6599,20600195510,0.28
1687-0042,1110-757X,144917,0.28
1569-3937,0920-5071,28139,0.28
0104-1282,2175-3598,5700160666,0.28
1533-1458,,28211,0.28
1072-3374,1573-8795,130128,0.28
0832-7823,,18061,0.28
1480-2422,,25198,0.28
2714-4704,2714-2817,21101044730,0.28
2166-2746,2166-2754,21100329308,0.28
2093-5382,2093-5374,21100262490,0.28
1879-7873,1879-7865,20500195202,0.28
2097-0439,2666-5557,21101067700,0.28
2313-2272,2408-8897,21100843015,0.28
0036-9764,,21100203940,0.28
1731-6375,2449-8289,21101037295,0.28
0351-3386,2350-3696,100237,0.28
1303-6122,1300-0101,12389,0.28
2036-2404,,21100803316,0.28
1080-6032,1545-1534,20901,0.28
1940-1582,0043-8200,25698,0.28
1000-3207,,21101043308,0.28
1339-5629,,21100912227,0.28
1300-0861,,12300154717,0.28
2044-2521,2044-2513,21100253392,0.28
1445-0038,0004-9425,22716,0.28
2178-6011,,21100831445,0.28
1499-6642,0705-3657,21100802339,0.28
2296-9705,,21100395916,0.28
1886-4945,,21100226416,0.28
2577-7408,,21101045741,0.28
2340-0129,0210-5462,28015,0.28
2096-479X,2589-3777,21101055724,0.28
1748-9539,1748-9547,12100154836,0.28
1944-5660,1944-5679,21100827151,0.28
1027-5851,,20426,0.28
1469-0268,1757-5885,14500154706,0.28
1684-4769,,21100224419,0.28
2195-8602,0930-777X,13655,0.28
2476-1362,,21101245229,0.28
2765-1614,2765-1606,21101047190,0.28
1539-2937,,130090,0.28
2769-786X,2690-6791,21101160591,0.28
1469-9583,1354-571X,15693,0.28
0095-9782,1572-8927,26982,0.28
2520-1360,2520-1352,21101174188,0.28
1355-7718,1469-8153,19700173012,0.28
2567-5826,0939-978X,17036,0.28
1675-6215,0128-0945,19900194907,0.28
0104-1428,,5000156907,0.28
1233-9687,,13049,0.28
1330-7142,,10300153302,0.28
1983-8034,1983-8042,21101050907,0.28
1885-8252,,21100915687,0.28
2515-9321,,21101061448,0.28
0496-3490,,21100838400,0.28
1230-2384,,19600157919,0.28
1897-2764,,19500157808,0.28
2076-0299,2223-4721,19900192321,0.28
2190-7307,,21100244623,0.28
1545-228X,0731-7107,12840,0.28
0009-5893,1612-1112,23963,0.28
2426-1335,,21101018827,0.28
0214-2570,,21100211106,0.28
1740-0589,1740-0597,21100836589,0.28
2157-4901,2157-4898,21100200645,0.28
1753-5263,1753-5255,21100220379,0.28
1735-8582,1735-8604,17500155112,0.28
1677-5449,1677-7301,145494,0.28
0259-479X,2520-9868,21101045041,0.28
2424-9068,2424-905X,21101067491,0.28
1552-6771,0096-1442,15887,0.28
0258-1825,,14451,0.28
1593-7879,,4700152636,0.28
1938-1247,,19700174906,0.28
2225-756X,2227-1295,21101200232,0.28
1752-9182,1477-9757,21100330721,0.28
2194-6027,1944-2858,19900188001,0.28
2243-4712,,21101142685,0.28
0034-7744,2215-2075,13567,0.28
1699-8154,,21100942928,0.28
0040-7496,2211-9434,21100790817,0.28
1098-1861,,20903,0.28
1406-2283,2228-4699,21100329307,0.28
0365-6691,1989-7286,15125,0.28
0007-4888,1573-8221,13843,0.28
1678-4553,0366-6913,4700151716,0.28
0023-074X,2095-9419,84932,0.28
2312-4334,2312-4539,21101018929,0.28
1759-3441,0812-0439,21100852968,0.28
1679-4508,2317-6385,21100219310,0.28
0214-9745,2340-1362,21100868935,0.28
0208-6573,2080-9433,21100284506,0.28
1368-1613,,12690,0.28
1875-838X,0952-617X,21100847440,0.28
2074-9104,2074-9090,21100985663,0.28
2056-4937,2056-4929,21101055119,0.28
2345-3656,1735-5303,19900192152,0.28
0021-8723,1945-2314,4700152246,0.28
1821-3197,1451-4117,4100151613,0.28
2231-3354,,21100236605,0.28
2502-2458,2339-076X,21100979353,0.28
1539-8706,,145252,0.28
1876-7982,1939-8654,12100155517,0.28
2251-7871,2251-788X,21100856121,0.28
2072-6805,2091-0320,19900191831,0.28
1534-6188,0030-8870,22251,0.28
2287-9358,2287-9366,21100867253,0.28
1438-8790,0934-8387,18601,0.28
1814-2052,2311-7273,21100996943,0.28
2723-973X,2724-2943,21101030143,0.28
2469-4126,0961-7353,21101175507,0.28
2145-9797,0121-4381,19700188499,0.28
0354-8996,,67736,0.28
1864-6697,,6800153103,0.28
2223-814X,,21100829917,0.28
0925-1030,1573-1979,25569,0.28
2383-093X,,21100839125,0.28
2522-7971,,21101168871,0.28
2526-8910,,21100899904,0.28
2587-8719,,21101045755,0.28
0169-5983,,18465,0.28
1931-7603,2151-0733,12100156709,0.28
1618-1301,0018-442X,10300153321,0.28
1753-8254,1753-8262,19900191745,0.28
0325-8203,1668-7027,19700175587,0.28
1548-1115,1548-1123,12100154510,0.28
2345-6949,2345-6930,21100948916,0.28
1744-5779,1744-5760,100147332,0.28
1572-9575,0020-7748,28078,0.28
0334-0082,2191-0332,29142,0.28
1641-9251,2081-3252,22385,0.28
1533-8010,1063-8016,13581,0.28
2307-1877,2307-1885,21100293700,0.28
1945-7049,1061-3749,28234,0.28
1759-8885,1759-8893,19700201423,0.28
1948-660X,,21100332424,0.28
1439-7358,,19700186860,0.28
1973-7998,1973-798X,17600155207,0.28
1492-1421,0026-0452,24448,0.28
1324-4272,2201-9189,21100861875,0.28
2799-8118,2799-8509,21101257960,0.28
2079-5971,,21101016919,0.28
2769-2558,,21101199201,0.28
2081-6383,0137-477X,12465,0.28
0120-1751,2389-8976,19700175084,0.28
2232-2639,1855-7171,21100220434,0.28
1674-7259,2095-946X,21100448565,0.28
2255-0550,2660-9568,21100437945,0.28
1611-7530,1431-7613,14345,0.28
2587-1366,,21101170291,0.28
1844-6094,2066-7752,21100395450,0.28
1596-3519,0975-5764,145673,0.28
2580-4510,,21101270780,0.28
1488-237X,1203-7796,145171,0.28
2676-7279,2645-4947,21101143774,0.28
2770-6249,,21101189038,0.28
2332-8894,2332-8908,21100861082,0.28
1201-3390,,25940,0.28
1696-2095,1699-5880,18800156721,0.28
0015-7546,,22252,0.28
1869-2672,1869-2680,19700175202,0.28
1478-0542,,21100921069,0.28
1806-9991,0102-0536,8600153101,0.28
1854-3871,0350-5596,25507,0.28
0973-0680,0973-0052,19700170838,0.28
2566-686X,2566-6878,21101151824,0.28
1353-7121,,5600153506,0.28
1982-0208,0047-2085,16240,0.28
1751-7974,2040-199X,20100195037,0.28
2148-838X,,21100900273,0.28
1521-1398,1572-9206,23846,0.28
2350-4803,1855-4431,21100910239,0.28
0895-173X,,27765,0.28
0577-7518,,21101226909,0.28
0022-4200,,5600155448,0.28
2470-8496,2470-850X,21100984845,0.28
2460-0245,2086-8952,21101064980,0.28
2086-7549,2528-3383,21101215212,0.28
2713-1785,1814-3326,21100979306,0.28
2375-6527,2327-5731,21100836108,0.28
0963-9470,1461-7293,5800207537,0.28
2147-1959,2146-1414,21100826294,0.28
2240-4554,,21100284251,0.28
0803-2491,,3200147836,0.28
1644-4345,1506-9680,17327,0.28
1818-331X,2074-0565,11700154705,0.28
1989-1385,2529-9727,21100800034,0.28
1335-0668,,5800208085,0.28
1479-263X,1479-2621,98120,0.28
1897-4295,1734-9338,12700154733,0.28
1893-1049,,21100456864,0.28
1522-9114,1522-8959,4700152763,0.28
2667-3886,2667-3878,21101062403,0.28
2661-3379,,21101257051,0.28
2213-0071,,21100203501,0.28
1806-9061,1516-635X,5000156908,0.28
0102-3098,,89299,0.28
1409-4258,,21100856604,0.28
1982-6907,2316-9028,21100901061,0.28
1541-1095,0361-526X,16610,0.28
0253-939X,,13600154752,0.28
1012-280X,2415-0495,21101123414,0.28
2414-3952,,21100926578,0.28
2771-9448,,21101171934,0.28
1998-6645,2310-5046,21100775930,0.28
0043-5597,,5800170390,0.28
2154-400X,1096-2506,17900156731,0.28
0002-9548,1573-6741,29473,0.27
1392-5520,2351-6534,21100334957,0.27
0218-4923,1816-5370,22470,0.27
1689-7404,2719-9452,21101149930,0.27
2621-9468,,21101071243,0.27
2090-6501,2090-651X,21100301457,0.27
1671-8879,,86250,0.27
1989-1067,0010-0730,21100228010,0.27
1743-4629,1460-3780,5600152936,0.27
0974-0643,0976-4658,21100212132,0.27
0976-3457,0973-9572,21100792094,0.27
2664-2735,2519-058X,21101185301,0.27
1729-3774,1729-4061,21100450083,0.27
0204-7934,2738-6996,21101144432,0.27
0014-9128,,19763,0.27
1569-111X,1569-1101,19900193807,0.27
1525-6030,1073-9149,23999,0.27
1687-9333,1687-9325,21100228138,0.27
1751-4096,1751-4088,11600153305,0.27
1465-1874,1350-7583,12100154931,0.27
1880-5558,,21100855907,0.27
1000-2006,,21101047122,0.27
2463-2872,2463-2880,21100945960,0.27
0103-5053,1678-4790,22729,0.27
1993-0437,1000-2413,14796,0.27
1412-2723,2723-6668,21101169874,0.27
1952-4021,0953-1424,17190,0.27
1419-8711,,145096,0.27
0031-918X,1555-6190,27866,0.27
2162-7576,2162-7568,21100220409,0.27
0956-5698,,144979,0.27
1470-112X,1356-9783,19700188158,0.27
1608-3334,1067-4136,25304,0.27
1819-7159,1819-7140,6600153106,0.27
1980-5462,0102-6992,5600153133,0.27
1539-4468,1539-445X,24865,0.27
2096-6717,,21100916745,0.27
2079-1003,,21100463174,0.27
1811-9905,2542-2251,21100834310,0.27
1004-4523,,13629,0.27
2300-357X,0065-0951,21100439337,0.27
2409-3351,2410-8286,21101248337,0.27
1414-753X,,5600155441,0.27
2300-8342,0860-4037,11300153308,0.27
0003-4509,,19461,0.27
2213-4905,2213-4913,21100469696,0.27
1019-2557,,5800171965,0.27
2832-157X,,21101162546,0.27
2284-4503,,21100856416,0.27
0068-113X,,28349,0.27
2785-339X,2785-2970,21101073291,0.27
2180-1363,,21100198926,0.27
1290-0796,,110036,0.27
1135-9250,,21101131495,0.27
2832-0379,,21101274742,0.27
2159-032X,2159-0338,21100386855,0.27
2155-3858,2155-3874,21100201995,0.27
2105-1232,,21100824667,0.27
0974-6862,2454-2482,21100863634,0.27
1028-6861,2588-0187,21101082063,0.27
2010-1325,2010-1333,21100429738,0.27
1746-0972,1746-0980,3900148214,0.27
1529-8094,,21100945763,0.27
0218-0014,1793-6381,24310,0.27
1996-7845,2542-2081,21100820733,0.27
1369-801X,,5700164821,0.27
2012-5763,,20400195008,0.27
0021-6933,1581-3754,5800224051,0.27
0021-8944,1573-8620,21139,0.27
1937-0245,1936-7244,14000156195,0.27
2466-1511,1738-3102,19700183130,0.27
1005-8737,,21100785514,0.27
0972-0634,0973-0729,15920,0.27
1747-1540,1747-1532,21100937573,0.27
2075-0943,2520-0313,21100933831,0.27
2345-394X,2382-9869,21100899863,0.27
1063-4304,1047-7594,16200154748,0.27
1477-8556,0022-4480,22498,0.27
2313-6014,1997-1370,21100887628,0.27
0943-7444,,13360,0.27
2096-031X,2751-7160,21101173038,0.27
1741-3036,0027-9501,22255,0.27
1119-3077,,4000148305,0.27
1874-1495,,19700186831,0.27
2544-7831,,21101055930,0.27
1307-6175,,21100199756,0.27
0128-7702,2231-8534,19600162021,0.27
1613-4079,0921-4771,5800208165,0.27
1005-281X,,24082,0.27
2502-9363,2527-7456,21101090010,0.27
1547-3201,0034-4087,29598,0.27
2340-3284,0034-9356,21950,0.27
2007-1132,2448-6671,21101067148,0.27
2451-8913,2451-8921,21100890927,0.27
2077-9917,2306-6741,21100967531,0.27
2223-7674,2223-7682,21100902869,0.27
0717-6295,0049-3449,7000153202,0.27
0360-5949,1533-0699,5800209484,0.27
1994-2400,1994-2451,21100468861,0.27
0869-3617,2072-0459,21100898602,0.27
1337-8384,,21100241808,0.27
1588-2705,0236-6290,17063,0.27
1093-7099,,21101216644,0.27
1570-7563,1570-7555,24582,0.27
0218-5377,,5600154142,0.27
2459-1777,2587-0394,21101152529,0.27
0123-3068,,21100373236,0.27
0366-0176,2253-6167,25100,0.27
1809-4538,0101-3157,5800169372,0.27
0007-1595,,19700201420,0.27
2548-0928,,21101226076,0.27
1980-5098,0103-9954,5400152643,0.27
2767-1127,2767-1135,21101086602,0.27
2449-5220,1641-6414,21100875102,0.27
0327-5477,1667-782X,14578,0.27
1757-6830,1757-6822,21100824889,0.27
2813-3412,,21101267108,0.27
0017-3495,1988-4214,25860,0.27
1882-3416,,21100827843,0.27
2161-0363,2161-0371,21100222921,0.27
0913-6339,1348-8163,3300147409,0.27
2096-9511,2693-8839,21101131744,0.27
1804-848X,2336-1220,21100379760,0.27
2325-5374,2325-5366,21100324438,0.27
1480-8986,,21100206265,0.27
1742-5379,1742-5360,21100198209,0.27
1941-627X,1941-6288,21100857397,0.27
2185-3118,2185-310X,21100199790,0.27
1590-8844,,21100244211,0.27
0021-2059,,16100154780,0.27
2196-7032,1611-2776,21100929583,0.27
2363-9024,,21101041559,0.27
2415-1076,2413-9351,21100932470,0.27
2049-257X,,21101038572,0.27
2284-0273,2284-0265,19700175434,0.27
1988-5202,,21100200826,0.27
1989-6239,,21100860773,0.27
1661-8300,1661-8297,6400153123,0.27
0271-0560,1536-0741,21101266478,0.27
1452-595X,,19700170616,0.27
1467-8047,,144673,0.27
1555-6239,0965-5441,18766,0.27
0369-9420,,13251,0.27
2639-9431,,21101152612,0.27
0160-7634,2324-7088,24679,0.27
1937-8718,,19700186839,0.27
0257-1862,,37775,0.27
1549-6929,0038-366X,13104,0.27
2070-7401,2411-0280,21100432047,0.27
2283-7175,2282-2593,13592,0.27
1813-162X,2312-7589,21101118628,0.27
2196-8896,,21101060452,0.27
1446-2257,,21100201535,0.27
0374-0463,,5800209323,0.27
0927-3379,1875-8339,21100865930,0.27
2246-9958,1223-6934,21100199784,0.27
0003-9829,,14202,0.27
1722-8352,2704-9019,21101090035,0.27
2056-4953,2056-4945,21101162636,0.27
2168-4227,1683-478X,8000153112,0.27
1938-436X,0007-196X,17349,0.27
2300-1917,0239-7528,13427,0.27
0305-6120,,15974,0.27
1793-8317,1793-8309,21100837973,0.27
2363-8907,2363-8915,21100389517,0.27
1644-7298,2083-5469,21100813768,0.27
1450-863X,2217-9232,21101020022,0.27
2357-0350,0375-9237,21100914897,0.27
1337-947X,1335-342X,14607,0.27
2291-8752,2291-8744,21100438059,0.27
1740-5564,1461-4529,21100898979,0.27
2306-6172,2308-9822,21100809811,0.27
1788-7119,1788-4934,19700175063,0.27
1918-5227,,21100204509,0.27
1344-6606,,23201,0.27
0286-4886,2432-096X,21100675628,0.27
1758-9983,1758-9991,21100202930,0.27
1000-8055,,29004,0.27
2042-7921,2042-7913,21100464775,0.27
0019-5588,0975-7465,23178,0.27
1056-7879,2631-9675,21101046174,0.27
1476-1297,1741-8054,3900148213,0.27
2572-7672,,21101131208,0.27
1773-0597,0181-5512,14475,0.27
1000-0615,,21100787088,0.27
1943-4618,1552-6100,19700174747,0.27
1540-3580,1049-6475,25425,0.27
2691-1337,1052-7001,21101121574,0.27
2301-3699,,21101050913,0.27
2956-4581,,21101185425,0.27
0362-4803,1099-1344,24043,0.27
1392-8716,,12200154705,0.27
1120-947X,,21100396570,0.27
2617-541X,2524-101X,21101021175,0.27
1094-2076,2325-5404,16400154764,0.27
0387-1533,,84340,0.27
1533-8592,0094-0798,16475,0.27
2413-6700,2413-6689,21101106370,0.27
2356-9336,2356-9344,21100871775,0.27
2036-3605,2036-3613,19700175135,0.27
1676-0786,1984-6398,17600155317,0.27
0100-316X,1983-2125,19700181006,0.27
2674-4619,2674-4600,21101190201,0.27
1842-2845,,19400158596,0.27
2364-4583,,21101037126,0.27
0947-0085,2511-0896,24017,0.27
0065-1044,2392-2389,5800207671,0.27
2287-0741,2287-075X,21100932720,0.27
1935-0090,2325-0399,21100197928,0.27
2288-6559,,21101021988,0.27
0959-2989,1878-3619,16287,0.27
2009-8782,2009-8618,21101209858,0.27
1046-8374,,25087,0.27
0143-2044,,23400,0.27
1938-4122,,21100898016,0.27
1933-527X,,11800154541,0.27
2070-5948,,21100216944,0.27
2050-0734,2050-0726,21100858350,0.27
2217-5660,2217-5369,21101147581,0.27
1802-1115,,21100915995,0.27
2248-9444,,21100466423,0.27
0973-7030,2456-480X,21101041537,0.27
2067-8223,2067-533X,21100223164,0.27
2088-8694,,21100258382,0.27
1571-8115,1385-4879,25272,0.27
2735-0142,,21101169023,0.27
0970-9371,0974-5165,55811,0.27
1496-256X,1496-2551,23356,0.27
2050-8808,2050-8794,21100255350,0.27
2228-7477,,21100818504,0.27
2194-8771,2194-878X,21100463872,0.27
2222-4203,,21101048513,0.27
2334-7287,1821-0147,21100842866,0.27
0972-3226,2348-7542,19900191751,0.27
2313-8912,,21101061832,0.27
0100-2430,2527-2179,21100855893,0.27
1982-1999,0102-0420,21101168865,0.27
0036-0236,1531-8613,25311,0.27
1406-4243,1736-7409,17700155437,0.27
2053-4515,,21101176838,0.27
0722-494X,,20441,0.27
1644-0730,,17300154973,0.27
1479-9855,,5800169383,0.27
1134-2277,,21100218321,0.27
1610-241X,1612-7501,100147301,0.27
2410-972X,1017-1703,21100842186,0.27
0424-267X,1842-3264,30232,0.27
0449-2285,2357-0245,145358,0.27
1350-911X,0013-5194,24918,0.27
2174-548X,,21100886429,0.27
1077-2618,,17260,0.27
1930-3955,0894-203X,25996,0.27
0975-1068,0972-5938,19700182227,0.27
1007-2276,,144789,0.27
2334-847X,2334-8496,21100792737,0.27
0973-3930,,4700152901,0.27
2381-4403,2381-4381,21100934237,0.27
1746-6172,1746-6180,5800207506,0.27
1612-1651,,16300154717,0.27
2240-2802,,21100809804,0.27
0021-8715,1535-1882,5700155578,0.27
1349-8037,0022-1260,20229,0.27
1935-2611,1935-262X,19900192131,0.27
0929-6441,2212-1552,17226,0.27
2667-0925,,21101174189,0.27
1573-658X,1053-0789,40126,0.27
0897-5930,,4700152296,0.27
1875-8975,1343-8875,14429,0.27
0023-9186,,17521,0.27
2041-3173,2041-3165,21100889407,0.27
2048-8343,0025-7273,17831,0.27
1800-6698,1800-5845,21100854712,0.27
2084-4735,1643-1049,16400154780,0.27
1671-9379,,21100818510,0.27
1551-806X,2163-6958,21100330713,0.27
0719-2150,0718-9389,21101188213,0.27
1708-3923,0383-6320,14774,0.27
0145-5532,1527-8034,25990,0.27
2410-4531,2073-6606,21100900131,0.27
2058-8410,,21100817420,0.27
1004-9479,,21101185482,0.27
1336-6637,,21101018866,0.27
1211-4413,,21100267789,0.27
2149-1305,2148-7286,21101152855,0.27
2731-6858,2731-6866,21101126637,0.27
0097-4463,,20076,0.27
1313-2644,1313-2652,21100200206,0.27
2198-2759,1972-6724,11300153723,0.27
2502-9266,2502-9258,21101017727,0.27
0278-940X,,16311,0.27
0045-9453,,28038,0.27
2254-4380,,21100843485,0.27
1110-161X,2090-3235,21101226892,0.27
2516-3507,,21100858173,0.27
1531-2445,1744-1617,21100933893,0.27
1573-8507,0015-4628,14371,0.27
2284-4880,0429-288X,21100788796,0.27
1075-7015,1555-6476,19688,0.27
1558-5441,1045-0300,5600155015,0.27
1076-2175,2162-951X,21100894553,0.27
1971-1425,1121-4171,25520,0.27
1988-4168,0436-029X,19700188131,0.27
2291-8639,,21101070992,0.27
0218-8430,1793-6365,15629,0.27
0885-3908,1521-0545,28854,0.27
1424-1250,1424-1277,19400158466,0.27
1307-6183,,21101030820,0.27
